from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Land's End / St. Just Airport,Land's End,United Kingdom,-5.451,50.171,St Mawgan,Newquai,United Kingdom,-4.993,50.734,Isles of Scilly Skybus,United Kingdom,70
St Mawgan,Newquai,United Kingdom,-4.993,50.734,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,-5.846,50.531,Isles of Scilly Skybus,United Kingdom,64
St Mawgan,Newquai,United Kingdom,-4.993,50.734,Land's End / St. Just Airport,Land's End,United Kingdom,-5.451,50.171,Isles of Scilly Skybus,United Kingdom,70
Heathrow,London,United Kingdom,-0.103,51.795,Imam Khomeini,Tehran,Iran,51,35,Iran Air,Iran,4419
Heathrow,London,United Kingdom,-0.103,51.795,Chhatrapati Shivaji Intl,Bombay,India,73.446,19.147,Kingfisher Airlines,India,7223
Heathrow,London,United Kingdom,-0.103,51.795,Indira Gandhi Intl,Delhi,India,77.171,28.944,Kingfisher Airlines,India,6675
Manchester,Manchester,United Kingdom,-1.792,53.589,Heathrow,London,United Kingdom,-0.103,51.795,Kingfisher Airlines,India,229
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Heydar Aliyev,Baku,Azerbaijan,50.077,40.779,Azerbaijan Airlines,Azerbaijan,4068
Heathrow,London,United Kingdom,-0.103,51.795,Heydar Aliyev,Baku,Azerbaijan,50.077,40.779,Azerbaijan Airlines,Azerbaijan,3957
Heathrow,London,United Kingdom,-0.103,51.795,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-42.74,-22.682,TAM Brazilian Airlines,Brazil,9261
Heathrow,London,United Kingdom,-0.103,51.795,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-46.116,-23.054,TAM Brazilian Airlines,Brazil,9449
Heathrow,London,United Kingdom,-0.103,51.795,Narita Intl,Tokyo,Japan,140.643,36.274,Japan Airlines,Japan,9504
Heathrow,London,United Kingdom,-0.103,51.795,Beograd,Beograd,Serbia,20.515,45.364,Jat Airways,Serbia,1669
Heathrow,London,United Kingdom,-0.103,51.795,Almaty,Alma-ata,Kazakhstan,77.067,43.586,Air Astana,Kazakhstan,5572
Heathrow,London,United Kingdom,-0.103,51.795,Incheon Intl,Seoul,South Korea,126.75,37.781,Korean Air,Republic of Korea,8800
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,694
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,463
Bristol,Bristol,United Kingdom,-2.532,51.637,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,541
Cardiff,Cardiff,United Kingdom,-2.906,51.661,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,566
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,696
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,743
Humberside,Humberside,United Kingdom,0.081,53.957,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,380
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,492
City,London,United Kingdom,0.092,51.842,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,361
City,London,United Kingdom,0.092,51.842,Eindhoven,Eindhoven,Netherlands,5.624,51.75,KLM Royal Dutch Airlines,Netherlands,380
City,London,United Kingdom,0.092,51.842,Rotterdam,Rotterdam,Netherlands,4.728,52.594,KLM Royal Dutch Airlines,Netherlands,326
Gatwick,London,United Kingdom,0.349,51.246,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,KLM Royal Dutch Airlines,Netherlands,6763
Heathrow,London,United Kingdom,-0.103,51.795,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,375
Heathrow,London,United Kingdom,-0.103,51.795,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,KLM Royal Dutch Airlines,Netherlands,6714
Heathrow,London,United Kingdom,-0.103,51.795,General Edward Lawrence Logan Intl,Boston,United States,-70.342,42.607,KLM Royal Dutch Airlines,Netherlands,5192
Heathrow,London,United Kingdom,-0.103,51.795,Detroit Metro Wayne Co,Detroit,United States,-82.923,42.354,KLM Royal Dutch Airlines,Netherlands,6014
Heathrow,London,United Kingdom,-0.103,51.795,John F Kennedy Intl,New York,United States,-73.632,41.066,KLM Royal Dutch Airlines,Netherlands,5512
Heathrow,London,United Kingdom,-0.103,51.795,Miami Intl,Miami,United States,-79.818,26.322,KLM Royal Dutch Airlines,Netherlands,7052
Heathrow,London,United Kingdom,-0.103,51.795,Minneapolis St Paul Intl,Minneapolis,United States,-92.703,45.469,KLM Royal Dutch Airlines,Netherlands,6369
Liverpool,Liverpool,United Kingdom,-2.75,53.556,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,548
Manchester,Manchester,United Kingdom,-1.792,53.589,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,486
Manchester,Manchester,United Kingdom,-1.792,53.589,Hartsfield Jackson Atlanta Intl,Atlanta,United States,-84.047,34.061,KLM Royal Dutch Airlines,Netherlands,6545
Durham Tees Valley Airport,Teesside,United Kingdom,-1.05,54.848,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,490
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,526
Norwich,Norwich,United Kingdom,1.471,53.126,Schiphol,Amsterdam,Netherlands,5.273,52.514,KLM Royal Dutch Airlines,Netherlands,264
Gatwick,London,United Kingdom,0.349,51.246,Luqa,Malta,Malta,14.795,36.429,Air Malta,Malta,2006
Heathrow,London,United Kingdom,-0.103,51.795,Luqa,Malta,Malta,14.795,36.429,Air Malta,Malta,2073
Manchester,Manchester,United Kingdom,-1.792,53.589,Luqa,Malta,Malta,14.795,36.429,Air Malta,Malta,2298
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Charles De Gaulle,Paris,France,2.916,49.021,Kenya Airways,Kenya,928
Heathrow,London,United Kingdom,-0.103,51.795,Jomo Kenyatta International,Nairobi,Kenya,37.545,-0.866,Kenya Airways,Kenya,6834
Heathrow,London,United Kingdom,-0.103,51.795,John F Kennedy Intl,New York,United States,-73.632,41.066,Kuwait Airways,Kuwait,5512
Heathrow,London,United Kingdom,-0.103,51.795,Kuwait Intl,Kuwait,Kuwait,48.614,29.377,Kuwait Airways,Kuwait,4689
City,London,United Kingdom,0.092,51.842,Luxembourg,Luxemburg,Luxembourg,6.352,50.044,Luxair,Luxembourg,481
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,1066
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Heathrow,London,United Kingdom,-0.103,51.795,Lufthansa,Germany,624
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Manchester,Manchester,United Kingdom,-1.792,53.589,Lufthansa,Germany,416
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Newark Liberty Intl,Newark,United States,-73.615,41.154,Lufthansa,Germany,5052
City,Belfast,United Kingdom,-5.788,55.03,Heathrow,London,United Kingdom,-0.103,51.795,Lufthansa,Germany,520
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Lufthansa,Germany,620
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Newark Liberty Intl,Newark,United States,-73.615,41.154,Lufthansa,Germany,5377
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,786
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Franz Josef Strauss,Munich,Germany,12.31,48.589,Lufthansa,Germany,1080
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Newark Liberty Intl,Newark,United States,-73.615,41.154,Lufthansa,Germany,5185
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,1069
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Heathrow,London,United Kingdom,-0.103,51.795,Lufthansa,Germany,563
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Manchester,Manchester,United Kingdom,-1.792,53.589,Lufthansa,Germany,341
Nottingham East Midlands,East Midlands,United Kingdom,-0.881,53.385,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,768
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Newark Liberty Intl,Newark,United States,-73.615,41.154,Lufthansa,Germany,5122
City,London,United Kingdom,0.092,51.842,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,648
City,London,United Kingdom,0.092,51.842,Franz Josef Strauss,Munich,Germany,12.31,48.589,Lufthansa,Germany,940
Gatwick,London,United Kingdom,0.349,51.246,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,617
Heathrow,London,United Kingdom,-0.103,51.795,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Lufthansa,Germany,624
Heathrow,London,United Kingdom,-0.103,51.795,Flesland,Bergen,Norway,5.363,60.488,Lufthansa,Germany,1023
Heathrow,London,United Kingdom,-0.103,51.795,City,Belfast,United Kingdom,-5.788,55.03,Lufthansa,Germany,520
Heathrow,London,United Kingdom,-0.103,51.795,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Lufthansa,Germany,711
Heathrow,London,United Kingdom,-0.103,51.795,Koln Bonn,Cologne,Germany,7.237,51.443,Lufthansa,Germany,508
Heathrow,London,United Kingdom,-0.103,51.795,Dresden,Dresden,Germany,14.278,51.221,Lufthansa,Germany,995
Heathrow,London,United Kingdom,-0.103,51.795,Dublin,Dublin,Ireland,-5.784,53.702,Lufthansa,Germany,437
Heathrow,London,United Kingdom,-0.103,51.795,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Lufthansa,Germany,510
Heathrow,London,United Kingdom,-0.103,51.795,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Lufthansa,Germany,563
Heathrow,London,United Kingdom,-0.103,51.795,Newark Liberty Intl,Newark,United States,-73.615,41.154,Lufthansa,Germany,5505
Heathrow,London,United Kingdom,-0.103,51.795,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,660
Heathrow,London,United Kingdom,-0.103,51.795,Hannover,Hannover,Germany,10.141,52.768,Lufthansa,Germany,704
Heathrow,London,United Kingdom,-0.103,51.795,Hamburg,Hamburg,Germany,10.647,54.05,Lufthansa,Germany,762
Heathrow,London,United Kingdom,-0.103,51.795,George Bush Intcntl Houston,Houston,United States,-94.903,30.64,Lufthansa,Germany,7688
Heathrow,London,United Kingdom,-0.103,51.795,Manchester,Manchester,United Kingdom,-1.792,53.589,Lufthansa,Germany,229
Heathrow,London,United Kingdom,-0.103,51.795,Franz Josef Strauss,Munich,Germany,12.31,48.589,Lufthansa,Germany,951
Heathrow,London,United Kingdom,-0.103,51.795,Cote D Azur,Nice,France,7.359,44.097,Lufthansa,Germany,1019
Heathrow,London,United Kingdom,-0.103,51.795,Stuttgart,Stuttgart,Germany,9.369,49.149,Lufthansa,Germany,731
Heathrow,London,United Kingdom,-0.103,51.795,Sola,Stavanger,Norway,6.063,59.461,Lufthansa,Germany,935
Heathrow,London,United Kingdom,-0.103,51.795,Tegel,Berlin,Germany,13.479,52.932,Lufthansa,Germany,929
Heathrow,London,United Kingdom,-0.103,51.795,Edmonton Intl,Edmonton,Canada,-113.3,53.516,Lufthansa,Germany,6767
Heathrow,London,United Kingdom,-0.103,51.795,Halifax Intl,Halifax,Canada,-63.182,45.468,Lufthansa,Germany,4541
Heathrow,London,United Kingdom,-0.103,51.795,Ottawa Macdonald Cartier Intl,Ottawa,Canada,-75.449,45.537,Lufthansa,Germany,5326
Heathrow,London,United Kingdom,-0.103,51.795,Pierre Elliott Trudeau Intl,Montreal,Canada,-73.569,45.784,Lufthansa,Germany,5191
Heathrow,London,United Kingdom,-0.103,51.795,Vancouver Intl,Vancouver,Canada,-122.641,49.323,Lufthansa,Germany,7530
Heathrow,London,United Kingdom,-0.103,51.795,Calgary Intl,Calgary,Canada,-113.368,51.189,Lufthansa,Germany,6967
Heathrow,London,United Kingdom,-0.103,51.795,Lester B Pearson Intl,Toronto,Canada,-79.385,44.128,Lufthansa,Germany,5667
Manchester,Manchester,United Kingdom,-1.792,53.589,Dyce,Aberdeen,United Kingdom,-1.663,57.336,Lufthansa,Germany,416
Manchester,Manchester,United Kingdom,-1.792,53.589,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Lufthansa,Germany,656
Manchester,Manchester,United Kingdom,-1.792,53.589,Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Lufthansa,Germany,341
Manchester,Manchester,United Kingdom,-1.792,53.589,Newark Liberty Intl,Newark,United States,-73.615,41.154,Lufthansa,Germany,5338
Manchester,Manchester,United Kingdom,-1.792,53.589,Frankfurt Main,Frankfurt,Germany,8.905,50.044,Lufthansa,Germany,833
Manchester,Manchester,United Kingdom,-1.792,53.589,Hamburg,Hamburg,Germany,10.647,54.05,Lufthansa,Germany,817
Manchester,Manchester,United Kingdom,-1.792,53.589,Heathrow,London,United Kingdom,-0.103,51.795,Lufthansa,Germany,229
Manchester,Manchester,United Kingdom,-1.792,53.589,Franz Josef Strauss,Munich,Germany,12.31,48.589,Lufthansa,Germany,1128
Manchester,Manchester,United Kingdom,-1.792,53.589,Stuttgart,Stuttgart,Germany,9.369,49.149,Lufthansa,Germany,917
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Lufthansa,Germany,704
Heathrow,London,United Kingdom,-0.103,51.795,Okecie,Warsaw,Poland,21.611,52.276,LOT Polish Airlines,Poland,1480
Eday Airport,Eday,United Kingdom,-2.621,59.317,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,33
Eday Airport,Eday,United Kingdom,-2.621,59.317,North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Logan Air,United Kingdom,45
Eday Airport,Eday,United Kingdom,-2.621,59.317,Westray Airport,Westray,United Kingdom,-2.917,59.583,Logan Air,United Kingdom,34
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Eday Airport,Eday,United Kingdom,-2.621,59.317,Logan Air,United Kingdom,33
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Logan Air,United Kingdom,36
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Logan Air,United Kingdom,44
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Logan Air,United Kingdom,1
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Logan Air,United Kingdom,45
Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Westray Airport,Westray,United Kingdom,-2.917,59.583,Logan Air,United Kingdom,4
Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,36
Sanday Airport,Sanday,United Kingdom,-2.295,59.417,North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Logan Air,United Kingdom,25
Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Logan Air,United Kingdom,35
Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Logan Air,United Kingdom,18
North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Eday Airport,Eday,United Kingdom,-2.621,59.317,Logan Air,United Kingdom,45
North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,44
North Ronaldsay Airport,North Ronaldsay,United Kingdom,-2.058,59.612,Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Logan Air,United Kingdom,43
Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Eday Airport,Eday,United Kingdom,-2.621,59.317,Logan Air,United Kingdom,32
Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,1
Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Logan Air,United Kingdom,35
Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Westray Airport,Westray,United Kingdom,-2.917,59.583,Logan Air,United Kingdom,4
Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Eday Airport,Eday,United Kingdom,-2.621,59.317,Logan Air,United Kingdom,14
Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,45
Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Sanday Airport,Sanday,United Kingdom,-2.295,59.417,Logan Air,United Kingdom,18
Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Westray Airport,Westray,United Kingdom,-2.917,59.583,Logan Air,United Kingdom,46
Westray Airport,Westray,United Kingdom,-2.917,59.583,Kirkwall,Kirkwall,United Kingdom,-2.842,59.596,Logan Air,United Kingdom,4
Westray Airport,Westray,United Kingdom,-2.917,59.583,Papa Westray Airport,Papa Westray,United Kingdom,-2.834,59.586,Logan Air,United Kingdom,4
Westray Airport,Westray,United Kingdom,-2.917,59.583,Stronsay Airport,Stronsay,United Kingdom,-2.403,59.258,Logan Air,United Kingdom,46
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Jet2.com,United Kingdom,1274
Aldergrove,Belfast,United Kingdom,-5.694,55.095,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,282
Blackpool,Blackpool,United Kingdom,-2.382,54.286,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3125
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Ferihegy,Budapest,Hungary,19.425,47.728,Jet2.com,United Kingdom,1803
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1337
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Ruzyne,Prague,Czech Republic,14.433,50.168,Jet2.com,United Kingdom,1350
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Salzburg,Salzburg,Austria,13.007,48.322,Jet2.com,United Kingdom,1413
Nottingham East Midlands,East Midlands,United Kingdom,-0.881,53.385,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3084
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Jet2.com,United Kingdom,1321
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Jet2.com,United Kingdom,277
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3300
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Lanzarote,Las Palmas,Spain,-13.343,29.575,Jet2.com,United Kingdom,2925
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Malaga,Malaga,Spain,-4.166,37.124,Jet2.com,United Kingdom,1936
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Alicante,Alicante,Spain,-0.264,38.47,Jet2.com,United Kingdom,1778
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Schiphol,Amsterdam,Netherlands,5.273,52.514,Jet2.com,United Kingdom,492
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Aldergrove,Belfast,United Kingdom,-5.694,55.095,Jet2.com,United Kingdom,282
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Charles De Gaulle,Paris,France,2.916,49.021,Jet2.com,United Kingdom,672
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1086
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Dusseldorf,Duesseldorf,Germany,7.277,51.482,Jet2.com,United Kingdom,669
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Jet2.com,United Kingdom,277
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Jet2.com,United Kingdom,1043
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Ruzyne,Prague,Czech Republic,14.433,50.168,Jet2.com,United Kingdom,1175
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Salzburg,Salzburg,Austria,13.007,48.322,Jet2.com,United Kingdom,1207
Leeds Bradford,Leeds,United Kingdom,-1.435,54.443,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3169
Manchester,Manchester,United Kingdom,-1.792,53.589,Ferihegy,Budapest,Hungary,19.425,47.728,Jet2.com,United Kingdom,1623
Manchester,Manchester,United Kingdom,-1.792,53.589,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1023
Manchester,Manchester,United Kingdom,-1.792,53.589,Fiumicino,Rome,Italy,12.417,42.34,Jet2.com,United Kingdom,1632
Manchester,Manchester,United Kingdom,-1.792,53.589,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Jet2.com,United Kingdom,980
Manchester,Manchester,United Kingdom,-1.792,53.589,Murcia San Javier,Murcia,Spain,-0.688,38.291,Jet2.com,United Kingdom,1703
Manchester,Manchester,United Kingdom,-1.792,53.589,Ruzyne,Prague,Czech Republic,14.433,50.168,Jet2.com,United Kingdom,1173
Manchester,Manchester,United Kingdom,-1.792,53.589,Salzburg,Salzburg,Austria,13.007,48.322,Jet2.com,United Kingdom,1187
Manchester,Manchester,United Kingdom,-1.792,53.589,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3074
Manchester,Manchester,United Kingdom,-1.792,53.589,Ben Gurion,Tel-aviv,Israel,35.477,32.018,Jet2.com,United Kingdom,3801
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Aix Les Bains,Chambery,France,6.467,46.063,Jet2.com,United Kingdom,1145
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Cork,Cork,Ireland,-8.152,52.402,Jet2.com,United Kingdom,528
Newcastle,Newcastle,United Kingdom,-1.487,55.062,Tenerife Sur,Tenerife,Spain,-16.288,28.074,Jet2.com,United Kingdom,3228
Birmingham,Birmingham,United Kingdom,-1.581,52.756,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,927
Edinburgh,Edinburgh,United Kingdom,-2.955,56.583,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,1266
City,London,United Kingdom,0.092,51.842,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,749
City,London,United Kingdom,0.092,51.842,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,777
Heathrow,London,United Kingdom,-0.103,51.795,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Swiss International Air Lines,Switzerland,711
Heathrow,London,United Kingdom,-0.103,51.795,Geneva Cointrin,Geneva,Switzerland,6.181,46.396,Swiss International Air Lines,Switzerland,754
Heathrow,London,United Kingdom,-0.103,51.795,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,785
Manchester,Manchester,United Kingdom,-1.792,53.589,EuroAirport Basel-Mulhouse-Freiburg,Basel-Mulhouse-Freiburg,Switzerland,7.881,47.983,Swiss International Air Lines,Switzerland,921
Manchester,Manchester,United Kingdom,-1.792,53.589,Zurich,Zurich,Switzerland,8.915,47.774,Swiss International Air Lines,Switzerland,991
Heathrow,London,United Kingdom,-0.103,51.795,Ben Gurion,Tel-aviv,Israel,35.477,32.018,El Al Israel Airlines,Israel,3617
Luton,London,United Kingdom,0.052,52.457,Ben Gurion,Tel-aviv,Israel,35.477,32.018,El Al Israel Airlines,Israel,3637
Stansted,London,United Kingdom,0.391,52.475,Tirana Rinas,Tirana,Albania,20.2,41.691,Balkan Bulgarian Airlines,0,1909
Glasgow,Glasgow,United Kingdom,-4.056,56.453,Gatwick,London,United Kingdom,0.349,51.246,Malév,Hungary,646
Gatwick,London,United Kingdom,0.349,51.246,Ferihegy,Budapest,Hungary,19.425,47.728,Malév,Hungary,1427
Gatwick,London,United Kingdom,0.349,51.246,Glasgow,Glasgow,United Kingdom,-4.056,56.453,Malév,Hungary,646
Gatwick,London,United Kingdom,0.349,51.246,Manchester,Manchester,United Kingdom,-1.792,53.589,Malév,Hungary,298
Manchester,Manchester,United Kingdom,-1.792,53.589,Gatwick,London,United Kingdom,0.349,51.246,Malév,Hungary,298
Heathrow,London,United Kingdom,-0.103,51.795,Rafic Hariri Intl,Beirut,Lebanon,35.813,34.368,Middle East Airlines,Lebanon,3448
Heathrow,London,United Kingdom,-0.103,51.795,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,102.183,3.242,Malaysia Airlines,Malaysia,10562
Heathrow,London,United Kingdom,-0.103,51.795,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,58.139,-20.051,Air Mauritius,Mauritius,9775
Heathrow,London,United Kingdom,-0.103,51.795,Cairo Intl,Cairo,Egypt,31.675,30.203,Egyptair,Egypt,3538
Heathrow,London,United Kingdom,-0.103,51.795,Luxor Intl,Luxor,Egypt,33.177,26.118,Egyptair,Egypt,3990
Heathrow,London,United Kingdom,-0.103,51.795,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,34.658,28.628,Egyptair,Egypt,3854
Heathrow,London,United Kingdom,-0.103,51.795,Pudong,Shanghai,China,122.342,31.238,China Eastern Airlines,China,9216
Dyce,Aberdeen,United Kingdom,-1.663,57.336,Heathrow,London,United Kingdom,-0.103,51.795,All Nippon Airways,Japan,624
City,Belfast,United Kingdom,-5.788,55.03,Heathrow,London,United Kingdom,-0.103,51.795,All Nippon Airways,Japan,520
Heathrow,London,United Kingdom,-0.103,51.795,Dyce,Aberdeen,United Kingdom,-1.663,57.336,All Nippon Airways,Japan,624
Heathrow,London,United Kingdom,-0.103,51.795,City,Belfast,United Kingdom,-5.788,55.03,All Nippon Airways,Japan,520
Heathrow,London,United Kingdom,-0.103,51.795,Dublin,Dublin,Ireland,-5.784,53.702,All Nippon Airways,Japan,437
